Número REDS;Qtde Ocorrências;Natureza Principal Completa;Ano Fato;Mês Fato Resumido;Mês Numérico Fato;Data Fato;Dia da Semana Fato;Horário Fato;Faixa 1 Hora Fato;Faixa 6 Horas Fato;Alvo;Causa Presumida;Desc Longa Meio Utilizado;Descrição Grupo Local Imediato;Descrição Local Imediato;Logradouro Ocorrência - Tipo;Bairro;Bairro Não Cadastrado;Bairro - FATO FINAL;Bairro - FATO FINAL - Municipio;Município;Município - Código;UF - Sigla;RISP ;RMBH 
2022-024199238-001;1;FURTO CONSUMADO;2022;JUN;6;04/06/2022;SÁBADO;12:00:00;De 12:00 as 12:59;De 12:00 as 17:59;Residência;IGNORADO;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-045274498-001;1;FURTO CONSUMADO;2024;OUT;10;08/10/2024;TERÇA-FEIRA;12:00:00;De 12:00 as 12:59        ;De 12:00 as 17:59        ;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;PRACA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-015533139-001;1;FURTO CONSUMADO;2023;ABR;4;03/04/2023;SEGUNDA-FEIRA;15:33:44;De 15:00 as 15:59;De 12:00 as 17:59;Outros;IGNORADO;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-055944178-001;1;FURTO CONSUMADO;2024;DEZ;12;14/12/2024;SÁBADO;11:58:00;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO COMERCIAL / SERVICOS;JOALHERIA;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-003039655-001;1;FURTO CONSUMADO;2025;JAN;1;20/01/2025;SEGUNDA-FEIRA;17:23:28;De 17:00 as 17:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SANTA LUCIA;;SANTA LUCIA;SANTA LUCIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-054231058-001;1;FURTO CONSUMADO;2024;DEZ;12;04/12/2024;QUARTA-FEIRA;03:10:00;De 03:00 as 03:59        ;De 00:00 as 05:59        ;Outros;ENVOLVIMENTO COM DROGAS;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;AREA / EDIFICACAO ESPECIAL;LOCAL EM CONSTRUCAO OU DEMOLICAO;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-032532609-001;1;FURTO CONSUMADO;2024;JUL;7;20/07/2024;SÁBADO;14:10:39;De 14:00 as 14:59        ;De 12:00 as 17:59        ;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-001348111-001;1;FURTO CONSUMADO;2025;JAN;1;10/01/2025;SEXTA-FEIRA;02:34:22;De 02:00 as 02:59        ;De 00:00 as 05:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO COMERCIAL / SERVICOS;LOJA DIVERSA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-026922679-001;1;FURTO CONSUMADO;2023;JUN;6;08/06/2023;QUINTA-FEIRA;15:13:59;De 15:00 as 15:59;De 12:00 as 17:59;Outros;ENVOLVIMENTO COM DROGAS;ESCALADA;AREA / EDIFICACAO ESPECIAL;LOCAL EM CONSTRUCAO OU DEMOLICAO;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-056610670-001;1;FURTO CONSUMADO;2022;DEZ;12;27/12/2022;TERÇA-FEIRA;13:58:32;De 13:00 as 13:59;De 12:00 as 17:59;Transeunte;VANTAGEM ECONOMICA;CONHECIMENTO TECNICO ESPECIFICO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CONJUNTO SANTA LUCIA;;CONJUNTO SANTA LUCIA;CONJUNTO SANTA LUCIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-050651293-001;1;FURTO CONSUMADO;2023;OUT;10;27/10/2023;SEXTA-FEIRA;19:10:00;De 19:00 as 19:59        ;De 18:00 as 23:59        ;Residência;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;RESIDENCIA UNIFAMILIAR URBANA;APARTAMENTO;PRACA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-018905141-001;1;FURTO CONSUMADO;2022;FEV;2;27/02/2022;DOMINGO;09:00:00;De 09:00 as 09:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;JARDIM AMERICA;;JARDIM AMERICA;JARDIM AMERICA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-042358327-001;1;FURTO CONSUMADO;2024;SET;9;20/09/2024;SEXTA-FEIRA;11:44:53;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-050923711-001;1;FURTO CONSUMADO;2022;NOV;11;21/11/2022;SEGUNDA-FEIRA;10:59:22;De 10:00 as 10:59;De 06:00 as 11:59;Transporte Coletivo;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-050923711-002;1;FURTO CONSUMADO;2022;NOV;11;23/11/2022;QUARTA-FEIRA;17:00:00;De 17:00 as 17:59;De 12:00 as 17:59;Transporte Coletivo;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-000753664-001;1;FURTO CONSUMADO;2025;JAN;1;06/01/2025;SEGUNDA-FEIRA;14:20:00;De 14:00 as 14:59        ;De 12:00 as 17:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-042249345-001;1;FURTO CONSUMADO;2023;SET;9;09/09/2023;SÁBADO;02:45:36;De 02:00 as 02:59        ;De 00:00 as 05:59        ;Outros;ENVOLVIMENTO COM DROGAS;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-000191490-001;1;FURTO CONSUMADO;2024;JAN;1;02/01/2024;TERÇA-FEIRA;15:15:50;De 15:00 as 15:59        ;De 12:00 as 17:59        ;Transeunte;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SANTA CRUZ;;SANTA CRUZ;SANTA CRUZ, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-016761017-001;1;FURTO CONSUMADO;2023;ABR;4;09/04/2023;DOMINGO;23:00:00;De 23:00 as 23:59;De 18:00 as 23:59;Outros;IGNORADO;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-043763952-001;1;FURTO CONSUMADO;2024;SET;9;29/09/2024;DOMINGO;02:59:44;De 02:00 as 02:59        ;De 00:00 as 05:59        ;Transeunte;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-002149020-001;1;FURTO CONSUMADO;2025;JAN;1;15/01/2025;QUARTA-FEIRA;01:46:09;De 01:00 as 01:59        ;De 00:00 as 05:59        ;Estabelecimento Comercial;ENVOLVIMENTO COM DROGAS;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;LOJA DIVERSA;RUA;SANTA LUCIA;;SANTA LUCIA;SANTA LUCIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-010935908-001;1;FURTO CONSUMADO;2024;MAR;3;09/03/2024;SÁBADO;16:30:00;De 16:00 as 16:59        ;De 12:00 as 17:59        ;Outros;OUTRAS MOTIVACOES/CAUSAS ;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO COMERCIAL / SERVICOS;ESTACIONAMENTO / GARAGEM;RUA;SANTA LUCIA;;SANTA LUCIA;SANTA LUCIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-053348840-001;1;FURTO CONSUMADO;2024;NOV;11;27/11/2024;QUARTA-FEIRA;04:00:00;De 04:00 as 04:59        ;De 00:00 as 05:59        ;Residência;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;BELO HORIZONTE;;BELO HORIZONTE;BELO HORIZONTE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-038353514-001;1;FURTO CONSUMADO;2022;SET;9;02/09/2022;SEXTA-FEIRA;00:20:00;De 00:00 as 00:59;De 00:00 as 05:59;Estabelecimento Comercial;ENVOLVIMENTO COM DROGAS;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;LOJA DIVERSA;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-008515379-001;1;FURTO CONSUMADO;2022;FEV;2;24/02/2022;QUINTA-FEIRA;01:52:56;De 01:00 as 01:59;De 00:00 as 05:59;Outros;IGNORADO;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CONJUNTO SANTA LUCIA;;CONJUNTO SANTA LUCIA;CONJUNTO SANTA LUCIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-005993771-001;1;FURTO CONSUMADO;2022;FEV;2;08/02/2022;TERÇA-FEIRA;15:00:00;De 15:00 as 15:59;De 12:00 as 17:59;Transeunte;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-006012613-001;1;FURTO CONSUMADO;2022;FEV;2;08/02/2022;TERÇA-FEIRA;06:30:00;De 06:00 as 06:59;De 06:00 as 11:59;Outros;IGNORADO;MEIO DESCONHECIDO;EMBARCACAO AEREA / AQUATICA / TERRESTRE;ONIBUS;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-017505060-001;1;FURTO CONSUMADO;2022;ABR;4;23/04/2022;SÁBADO;15:00:00;De 15:00 as 15:59;De 12:00 as 17:59;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-021701897-001;1;FURTO CONSUMADO;2022;MAI;5;21/05/2022;SÁBADO;17:57:55;De 17:00 as 17:59;De 12:00 as 17:59;Transeunte;ENVOLVIMENTO COM DROGAS;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-025983051-001;1;FURTO CONSUMADO;2022;JUN;6;14/06/2022;TERÇA-FEIRA;10:30:00;De 10:00 as 10:59;De 06:00 as 11:59;Outros;IGNORADO;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-038418894-001;1;FURTO CONSUMADO;2022;SET;9;01/09/2022;QUINTA-FEIRA;11:30:00;De 11:00 as 11:59;De 06:00 as 11:59;Transeunte;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-042425533-001;1;FURTO CONSUMADO;2022;SET;9;24/09/2022;SÁBADO;12:00:00;De 12:00 as 12:59;De 12:00 as 17:59;Outros;IGNORADO;MEIO DESCONHECIDO;EMBARCACAO AEREA / AQUATICA / TERRESTRE;ONIBUS;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-000668729-001;1;FURTO CONSUMADO;2023;JAN;1;05/01/2023;QUINTA-FEIRA;13:30:00;De 13:00 as 13:59;De 12:00 as 17:59;Transporte Coletivo;BRIGA / ATRITO;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-005644663-001;1;FURTO CONSUMADO;2023;FEV;2;04/02/2023;SÁBADO;07:30:00;De 07:00 as 07:59;De 06:00 as 11:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-008108450-001;1;FURTO CONSUMADO;2023;FEV;2;18/02/2023;SÁBADO;16:19:40;De 16:00 as 16:59;De 12:00 as 17:59;Transeunte;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-015651635-001;1;FURTO CONSUMADO;2023;ABR;4;04/04/2023;TERÇA-FEIRA;09:23:00;De 09:00 as 09:59;De 06:00 as 11:59;Transeunte;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PARTICULAR/PRIVADA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-051317271-001;1;FURTO CONSUMADO;2023;OUT;10;27/10/2023;SEXTA-FEIRA;11:00:00;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Outros;IGNORADO;MEIO DESCONHECIDO;EMBARCACAO AEREA / AQUATICA / TERRESTRE;ONIBUS;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-054614119-001;1;FURTO CONSUMADO;2023;OUT;10;18/10/2023;QUARTA-FEIRA;16:20:00;De 16:00 as 16:59        ;De 12:00 as 17:59        ;Outros;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PARTICULAR/PRIVADA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-001592729-001;1;FURTO CONSUMADO;2024;JAN;1;11/01/2024;QUINTA-FEIRA;05:00:00;De 05:00 as 05:59        ;De 00:00 as 05:59        ;Transeunte;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-013703667-001;1;FURTO CONSUMADO;2024;MAR;3;26/03/2024;TERÇA-FEIRA;05:50:00;De 05:00 as 05:59        ;De 00:00 as 05:59        ;Transeunte;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-016222977-001;1;FURTO CONSUMADO;2024;ABR;4;10/04/2024;QUARTA-FEIRA;11:00:00;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-025136830-001;1;FURTO CONSUMADO;2024;JUN;6;01/06/2024;SÁBADO;22:00:00;De 22:00 as 22:59        ;De 18:00 as 23:59        ;Transeunte;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-035198570-001;1;FURTO CONSUMADO;2024;AGO;8;06/08/2024;TERÇA-FEIRA;17:00:00;De 17:00 as 17:59        ;De 12:00 as 17:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;BAR / LANCHONETE / RESTAURANTE / SIMILAR;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-038865395-001;1;FURTO CONSUMADO;2024;AGO;8;27/08/2024;TERÇA-FEIRA;13:00:00;De 13:00 as 13:59        ;De 12:00 as 17:59        ;Transeunte;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-002956063-001;1;FURTO CONSUMADO;2025;JAN;1;18/01/2025;SÁBADO;11:00:00;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Transeunte;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-005728115-001;1;FURTO CONSUMADO;2025;FEV;2;05/02/2025;QUARTA-FEIRA;07:52:00;De 07:00 as 07:59        ;De 06:00 as 11:59        ;Transeunte;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-008558123-001;1;FURTO CONSUMADO;2025;FEV;2;21/02/2025;SEXTA-FEIRA;12:30:00;De 12:00 as 12:59        ;De 12:00 as 17:59        ;Transeunte;VANTAGEM ECONOMICA;CONHECIMENTO TECNICO ESPECIFICO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-019083895-001;1;FURTO CONSUMADO;2025;ABR;4;25/04/2025;SEXTA-FEIRA;14:30:00;De 14:00 as 14:59        ;De 12:00 as 17:59        ;Transeunte;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-026776117-001;1;FURTO CONSUMADO;2024;JUN;6;13/06/2024;QUINTA-FEIRA;17:58:17;De 17:00 as 17:59        ;De 12:00 as 17:59        ;Estabelecimento Comercial;ENVOLVIMENTO COM DROGAS;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;ESCRITORIO;RUA;LOTEAMENTO BENEDITO DE PAIVA ROSA;;LOTEAMENTO BENEDITO DE PAIVA ROSA;LOTEAMENTO BENEDITO DE PAIVA ROSA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-027030621-001;1;FURTO CONSUMADO;2024;JUN;6;13/06/2024;QUINTA-FEIRA;17:30:00;De 17:00 as 17:59        ;De 12:00 as 17:59        ;Outros;IGNORADO;ABUSO DE CONFIANCA;ESTABELECIMENTO COMERCIAL / SERVICOS;ESCRITORIO;RUA;LOTEAMENTO BENEDITO DE PAIVA ROSA;;LOTEAMENTO BENEDITO DE PAIVA ROSA;LOTEAMENTO BENEDITO DE PAIVA ROSA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-029705551-001;1;FURTO CONSUMADO;2023;JUN;6;25/06/2023;DOMINGO;12:15:45;De 12:00 as 12:59;De 12:00 as 17:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;LOJA DIVERSA;RUA;CONJUNTO SANTA LUCIA;;CONJUNTO SANTA LUCIA;CONJUNTO SANTA LUCIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-032909233-001;1;FURTO CONSUMADO;2023;JUL;7;14/07/2023;SEXTA-FEIRA;11:00:00;De 11:00 as 11:59;De 06:00 as 11:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;RUA;CONJUNTO SANTA LUCIA;;CONJUNTO SANTA LUCIA;CONJUNTO SANTA LUCIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-014039804-001;1;FURTO CONSUMADO;2023;MAR;3;24/03/2023;SEXTA-FEIRA;16:30:00;De 16:00 as 16:59;De 12:00 as 17:59;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-009125861-001;1;FURTO CONSUMADO;2025;FEV;2;25/02/2025;TERÇA-FEIRA;17:43:58;De 17:00 as 17:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;ESCALADA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;JARDIM AMERICA;;JARDIM AMERICA;JARDIM AMERICA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-028698366-001;1;FURTO CONSUMADO;2023;JUN;6;19/06/2023;SEGUNDA-FEIRA;12:44:00;De 12:00 as 12:59;De 12:00 as 17:59;Transeunte;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);EMBARCACAO AEREA / AQUATICA / TERRESTRE;AUTOMOVEL;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-016732736-001;1;FURTO CONSUMADO;2025;ABR;4;11/04/2025;SEXTA-FEIRA;10:28:58;De 10:00 as 10:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;GUANABARA;;GUANABARA;GUANABARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-003950483-001;1;FURTO CONSUMADO;2023;JAN;1;23/01/2023;SEGUNDA-FEIRA;00:00:00;De 00:00 as 00:59;De 00:00 as 05:59;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PARTICULAR/PRIVADA;RUA;CONJUNTO SANTA LUCIA;;CONJUNTO SANTA LUCIA;CONJUNTO SANTA LUCIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-012710711-001;1;FURTO CONSUMADO;2025;MAR;3;11/03/2025;TERÇA-FEIRA;04:02:00;De 04:00 as 04:59        ;De 00:00 as 05:59        ;Outros;IGNORADO;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);SERVICO DE SAUDE;CLINICA;RUA;CONJUNTO SANTA LUCIA;;CONJUNTO SANTA LUCIA;CONJUNTO SANTA LUCIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-017395208-001;1;FURTO CONSUMADO;2025;ABR;4;13/04/2025;DOMINGO;19:30:00;De 19:00 as 19:59        ;De 18:00 as 23:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-013817877-001;1;FURTO CONSUMADO;2022;ABR;4;01/04/2022;SEXTA-FEIRA;12:35:00;De 12:00 as 12:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CENTRO;;CENTRO;CENTRO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
