Número REDS;Qtde Ocorrências;Natureza Principal Completa;Ano Fato;Mês Fato Resumido;Mês Numérico Fato;Data Fato;Dia da Semana Fato;Horário Fato;Faixa 1 Hora Fato;Faixa 6 Horas Fato;Alvo;Causa Presumida;Desc Longa Meio Utilizado;Descrição Grupo Local Imediato;Descrição Local Imediato;Logradouro Ocorrência - Tipo;Bairro;Bairro Não Cadastrado;Bairro - FATO FINAL;Bairro - FATO FINAL - Municipio;Município;Município - Código;UF - Sigla;RISP ;RMBH 
2025-001872047-001;1;FURTO CONSUMADO;2025;JAN;1;12/01/2025;DOMINGO;21:00:00;De 21:00 as 21:59        ;De 18:00 as 23:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;RUA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-002281426-001;1;FURTO CONSUMADO;2025;JAN;1;15/01/2025;QUARTA-FEIRA;02:00:00;De 02:00 as 02:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;RUA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-004288385-001;1;FURTO CONSUMADO;2025;JAN;1;28/01/2025;TERÇA-FEIRA;00:05:00;De 00:00 as 00:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;RUA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-001782980-001;1;FURTO CONSUMADO;2023;JAN;1;11/01/2023;QUARTA-FEIRA;00:00:00;De 00:00 as 00:59;De 00:00 as 05:59;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PARTICULAR/PRIVADA;AVENIDA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-011211325-001;1;FURTO CONSUMADO;2023;MAR;3;09/03/2023;QUINTA-FEIRA;04:20:00;De 04:00 as 04:59;De 00:00 as 05:59;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-029767722-001;1;FURTO CONSUMADO;2022;JUL;7;09/07/2022;SÁBADO;23:30:00;De 23:00 as 23:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-035410645-001;1;FURTO CONSUMADO;2022;AGO;8;14/08/2022;DOMINGO;20:40:00;De 20:00 as 20:59;De 18:00 as 23:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;OFICINA ELETRICA / LANTERNAGEM / MECANICA;RUA;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-029754331-001;1;FURTO CONSUMADO;2022;JUL;7;09/07/2022;SÁBADO;23:00:00;De 23:00 as 23:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;ESCALADA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-006309409-001;1;FURTO CONSUMADO;2022;FEV;2;10/02/2022;QUINTA-FEIRA;10:00:00;De 10:00 as 10:59;De 06:00 as 11:59;Outros;IGNORADO;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-040706202-001;1;FURTO CONSUMADO;2023;AGO;8;30/08/2023;QUARTA-FEIRA;06:30:00;De 06:00 as 06:59;De 06:00 as 11:59;Outros;IGNORADO;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-044022736-001;1;FURTO CONSUMADO;2023;SET;9;19/09/2023;TERÇA-FEIRA;12:00:00;De 12:00 as 12:59        ;De 12:00 as 17:59        ;Residência;ENVOLVIMENTO COM DROGAS;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;TRAVESSA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-012706635-001;1;FURTO CONSUMADO;2024;MAR;3;20/03/2024;QUARTA-FEIRA;08:30:00;De 08:00 as 08:59        ;De 06:00 as 11:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;ESCALADA;ESTABELECIMENTO COMERCIAL / SERVICOS;OFICINA ELETRICA / LANTERNAGEM / MECANICA;RUA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-015820468-001;1;FURTO CONSUMADO;2024;ABR;4;08/04/2024;SEGUNDA-FEIRA;05:00:00;De 05:00 as 05:59        ;De 00:00 as 05:59        ;Transeunte;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-028829080-001;1;FURTO CONSUMADO;2024;JUN;6;26/06/2024;QUARTA-FEIRA;15:15:00;De 15:00 as 15:59        ;De 12:00 as 17:59        ;Outros;OUTRAS MOTIVACOES/CAUSAS ;MEIO DESCONHECIDO;INSTITUICAO DE ENSINO;INSTITUICAO DE ENSINO PARTICULAR;AVENIDA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-017621492-001;1;FURTO CONSUMADO;2022;ABR;4;26/04/2022;TERÇA-FEIRA;09:48:52;De 09:00 as 09:59;De 06:00 as 11:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-025436855-001;1;FURTO CONSUMADO;2022;JUN;6;14/06/2022;TERÇA-FEIRA;10:11:49;De 10:00 as 10:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;ESTABELECIMENTO INDUSTRIAL / PRODUCAO / EXTRA;OUTROS - ESTABELECIMENTO INDUSTRIAL / PRODUCA;RUA;SANTA ANGELINA;;SANTA ANGELINA;SANTA ANGELINA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-004093489-001;1;FURTO CONSUMADO;2023;JAN;1;28/01/2023;SÁBADO;12:00:00;De 12:00 as 12:59;De 12:00 as 17:59;Transeunte;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-044956950-001;1;FURTO CONSUMADO;2023;SET;9;24/09/2023;DOMINGO;15:20:00;De 15:00 as 15:59        ;De 12:00 as 17:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-051766436-001;1;FURTO CONSUMADO;2023;NOV;11;06/11/2023;SEGUNDA-FEIRA;07:57:14;De 07:00 as 07:59        ;De 06:00 as 11:59        ;Outros;IGNORADO;MEIO DESCONHECIDO;INSTITUICAO PUBLICA;OUTROS - INSTITUICOES PUBLICAS;AVENIDA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-002257401-001;1;FURTO CONSUMADO;2024;JAN;1;15/01/2024;SEGUNDA-FEIRA;16:02:27;De 16:00 as 16:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-043434005-001;1;FURTO CONSUMADO;2022;SET;9;30/09/2022;SEXTA-FEIRA;19:41:00;De 19:00 as 19:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-041460799-001;1;FURTO CONSUMADO;2024;SET;9;14/09/2024;SÁBADO;21:04:01;De 21:00 as 21:59        ;De 18:00 as 23:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-005155568-001;1;FURTO CONSUMADO;2022;FEV;2;03/02/2022;QUINTA-FEIRA;06:45:18;De 06:00 as 06:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);EMBARCACAO AEREA / AQUATICA / TERRESTRE;AUTOMOVEL;RUA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-025685220-001;1;FURTO CONSUMADO;2022;JUN;6;15/06/2022;QUARTA-FEIRA;13:45:03;De 13:00 as 13:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;ESCALADA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-059724487-001;1;FURTO CONSUMADO;2023;DEZ;12;25/12/2023;SEGUNDA-FEIRA;19:05:38;De 19:00 as 19:59        ;De 18:00 as 23:59        ;Residência;VANTAGEM ECONOMICA;ESCALADA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-010900495-001;1;FURTO CONSUMADO;2022;MAR;3;13/03/2022;DOMINGO;03:00:00;De 03:00 as 03:59;De 00:00 as 05:59;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO COM EXPLOSIVOS;LOCAL / ESTABELECIMENTO DE LAZER / CULTURA /;CAPELA / IGREJA / TEMPLO RELIGIOSO;RUA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-028805093-001;1;FURTO CONSUMADO;2022;MAI;5;29/05/2022;DOMINGO;03:00:00;De 03:00 as 03:59;De 00:00 as 05:59;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-000165238-001;1;FURTO CONSUMADO;2023;DEZ;12;24/12/2023;DOMINGO;08:00:00;De 08:00 as 08:59        ;De 06:00 as 11:59        ;Transeunte;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-030160860-001;1;FURTO CONSUMADO;2022;JUL;7;13/07/2022;QUARTA-FEIRA;08:55:00;De 08:00 as 08:59;De 06:00 as 11:59;Residência;VANTAGEM ECONOMICA;ESCALADA;RESIDENCIA UNIFAMILIAR URBANA;CASA;TRAVESSA;INVÁLIDO;SÃO JOÃO;SÃO JOÃO;SÃO JOÃO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-013574968-001;1;FURTO CONSUMADO;2022;MAR;3;27/03/2022;DOMINGO;00:00:00;De 00:00 as 00:59;De 00:00 as 05:59;Outros;OUTRAS MOTIVACOES/CAUSAS ;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-038826987-001;1;FURTO CONSUMADO;2022;SET;9;02/09/2022;SEXTA-FEIRA;19:00:00;De 19:00 as 19:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-046443393-001;1;FURTO CONSUMADO;2023;OUT;10;04/10/2023;QUARTA-FEIRA;10:20:00;De 10:00 as 10:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-050850809-001;1;FURTO CONSUMADO;2024;NOV;11;12/11/2024;TERÇA-FEIRA;12:36:44;De 12:00 as 12:59        ;De 12:00 as 17:59        ;Outros;IGNORADO;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-038875689-001;1;FURTO CONSUMADO;2022;SET;9;05/09/2022;SEGUNDA-FEIRA;15:00:00;De 15:00 as 15:59;De 12:00 as 17:59;Transeunte;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-013591062-001;1;FURTO CONSUMADO;2022;MAR;3;24/03/2022;QUINTA-FEIRA;10:00:00;De 10:00 as 10:59;De 06:00 as 11:59;Outros;OUTRAS MOTIVACOES/CAUSAS ;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;AVENIDA;VISTA ALEGRE;;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-006801642-001;1;FURTO CONSUMADO;2023;FEV;2;11/02/2023;SÁBADO;03:00:00;De 03:00 as 03:59;De 00:00 as 05:59;Residência;ENVOLVIMENTO COM DROGAS;ABUSO DE CONFIANCA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-029077150-001;1;FURTO CONSUMADO;2023;JUN;6;20/06/2023;TERÇA-FEIRA;13:00:00;De 13:00 as 13:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-034521594-001;1;FURTO CONSUMADO;2022;AGO;8;07/08/2022;DOMINGO;09:00:00;De 09:00 as 09:59;De 06:00 as 11:59;Residência;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;OUTROS - RESIDENCIAS URBANAS;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-018462779-001;1;FURTO CONSUMADO;2025;ABR;4;18/04/2025;SEXTA-FEIRA;15:30:00;De 15:00 as 15:59        ;De 12:00 as 17:59        ;Outros;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-007773848-001;1;FURTO CONSUMADO;2025;FEV;2;18/02/2025;TERÇA-FEIRA;08:12:03;De 08:00 as 08:59        ;De 06:00 as 11:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;AVENIDA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-009685788-001;1;FURTO CONSUMADO;2022;MAR;3;04/03/2022;SEXTA-FEIRA;10:30:00;De 10:00 as 10:59;De 06:00 as 11:59;Residência;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-006521540-001;1;FURTO CONSUMADO;2023;FEV;2;09/02/2023;QUINTA-FEIRA;16:03:45;De 16:00 as 16:59;De 12:00 as 17:59;Transporte Coletivo;VANTAGEM ECONOMICA;ESCALADA;RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-000728827-001;1;FURTO CONSUMADO;2022;JAN;1;05/01/2022;QUARTA-FEIRA;19:41:22;De 19:00 as 19:59;De 18:00 as 23:59;Outros;ENVOLVIMENTO COM DROGAS;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-045168845-001;1;FURTO CONSUMADO;2024;OUT;10;07/10/2024;SEGUNDA-FEIRA;12:20:00;De 12:00 as 12:59        ;De 12:00 as 17:59        ;Outros;OUTRAS MOTIVACOES/CAUSAS ;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO COMERCIAL / SERVICOS;MERCEARIA / SACOLAO / SUPERMERCADO;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-006558880-001;1;FURTO CONSUMADO;2025;FEV;2;11/02/2025;TERÇA-FEIRA;00:00:00;De 00:00 as 00:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;ESCALADA;AREA / EDIFICACAO ESPECIAL;LOCAL EM CONSTRUCAO OU DEMOLICAO;AVENIDA;INVÁLIDO;QUADRANTE NORDESTE;QUADRANTE NORDESTE;QUADRANTE NORDESTE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-045614710-001;1;FURTO CONSUMADO;2022;OUT;10;17/10/2022;SEGUNDA-FEIRA;15:42:24;De 15:00 as 15:59;De 12:00 as 17:59;Residência;IGNORADO;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO GERALDO;SAO GERALDO;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-007635576-001;1;FURTO CONSUMADO;2022;FEV;2;14/02/2022;SEGUNDA-FEIRA;15:30:00;De 15:00 as 15:59;De 12:00 as 17:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO COMERCIAL / SERVICOS;BAR / LANCHONETE / RESTAURANTE / SIMILAR;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-050094312-001;1;FURTO CONSUMADO;2022;NOV;11;15/11/2022;TERÇA-FEIRA;02:30:00;De 02:00 as 02:59;De 00:00 as 05:59;Outros;IGNORADO;ESCALADA;RESIDENCIA UNIFAMILIAR URBANA;OUTROS - RESIDENCIAS URBANAS;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-050538805-001;1;FURTO CONSUMADO;2023;OUT;10;29/10/2023;DOMINGO;10:05:47;De 10:00 as 10:59        ;De 06:00 as 11:59        ;Residência;VANTAGEM ECONOMICA;ESCALADA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;INVÁLIDO;SAO GERALDO;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-047278462-001;1;FURTO CONSUMADO;2023;OUT;10;06/10/2023;SEXTA-FEIRA;15:00:00;De 15:00 as 15:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-016404307-001;1;FURTO CONSUMADO;2024;ABR;4;11/04/2024;QUINTA-FEIRA;05:00:00;De 05:00 as 05:59        ;De 00:00 as 05:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;ESCALADA;DEPOSITO;OUTROS - DEPOSITO EM GERAL;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-003515632-001;1;FURTO CONSUMADO;2024;JAN;1;22/01/2024;SEGUNDA-FEIRA;20:00:00;De 20:00 as 20:59        ;De 18:00 as 23:59        ;Transeunte;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-045647512-001;1;FURTO CONSUMADO;2024;OUT;10;04/10/2024;SEXTA-FEIRA;14:00:00;De 14:00 as 14:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-037737040-001;1;FURTO CONSUMADO;2024;AGO;8;22/08/2024;QUINTA-FEIRA;14:41:50;De 14:00 as 14:59        ;De 12:00 as 17:59        ;Transeunte;IGNORADO;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-018933816-001;1;FURTO CONSUMADO;2023;ABR;4;19/04/2023;QUARTA-FEIRA;14:00:00;De 14:00 as 14:59;De 12:00 as 17:59;Transeunte;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;VIA DE ACESSO;VIA DE ACESSO PUBLICA;TRAVESSA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-003215709-001;1;FURTO CONSUMADO;2024;JAN;1;21/01/2024;DOMINGO;11:35:13;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-049096124-001;1;FURTO CONSUMADO;2024;NOV;11;01/11/2024;SEXTA-FEIRA;11:40:44;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);ESTABELECIMENTO COMERCIAL / SERVICOS;MERCEARIA / SACOLAO / SUPERMERCADO;RUA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-009025984-001;1;FURTO CONSUMADO;2023;FEV;2;19/02/2023;DOMINGO;21:00:00;De 21:00 as 21:59;De 18:00 as 23:59;Residência;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PARTICULAR/PRIVADA;TRAVESSA;INVÁLIDO;SAO GERALDO-ANTONIO MARIOSA;SAO GERALDO-ANTONIO MARIOSA;SAO GERALDO-ANTONIO MARIOSA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
